 Copyright (C) 1995-2019 - All Rights Reserved
 University Corporation for Atmospheric Research
 NCAR Command Language Version 6.6.2
 The use of this software is governed by a License Agreement.
 See http://www.ncl.ucar.edu/ for more details.
Temperature (F), Relative Humidity (%), Alternate Coefs (True/False), Heat Index (F)
48,34,0,46.049
48,35,0,46.0725
48,36,0,46.096
48,37,0,46.1195
48,38,0,46.143
48,39,0,46.1665
48,40,0,46.19
48,41,0,46.2135
48,42,0,46.237
48,43,0,46.2605
48,44,0,46.284
48,45,0,46.3075
48,46,0,46.331
48,47,0,46.3545
48,48,0,46.378
48,49,0,46.4015
48,50,0,46.425
48,51,0,46.4485
48,52,0,46.472
48,53,0,46.4955
48,54,0,46.519
48,55,0,46.5425
48,56,0,46.566
48,57,0,46.5895
48,58,0,46.613
48,59,0,46.6365
48,60,0,46.66
48,61,0,46.6835
48,62,0,46.707
48,63,0,46.7305
48,64,0,46.754
48,65,0,46.7775
48,66,0,46.801
48,67,0,46.8245
48,68,0,46.848
48,69,0,46.8715
48,70,0,46.895
48,71,0,46.9185
48,72,0,46.942
48,73,0,46.9655
48,74,0,46.989
48,75,0,47.0125
48,76,0,47.036
48,77,0,47.0595
48,78,0,47.083
48,79,0,47.1065
48,80,0,47.13
48,81,0,47.1535
48,82,0,47.177
48,83,0,47.2005
48,84,0,47.224
48,85,0,47.2475
48,86,0,47.271
48,87,0,47.2945
48,88,0,47.318
48,89,0,47.3415
48,90,0,47.365
48,91,0,47.3885
48,92,0,47.412
48,93,0,47.4355
48,94,0,47.459
48,95,0,47.4825
48,96,0,47.506
48,97,0,47.5295
48,98,0,47.553
48,99,0,47.5765
48,100,0,47.6
49,1,0,46.3235
49,2,0,46.347
49,3,0,46.3705
49,4,0,46.394
49,5,0,46.4175
49,6,0,46.441
49,7,0,46.4645
49,8,0,46.488
49,9,0,46.5115
49,10,0,46.535
49,11,0,46.5585
49,12,0,46.582
49,13,0,46.6055
49,14,0,46.629
49,15,0,46.6525
49,16,0,46.676
49,17,0,46.6995
49,18,0,46.723
49,19,0,46.7465
49,20,0,46.77
49,21,0,46.7935
49,22,0,46.817
49,23,0,46.8405
49,24,0,46.864
49,25,0,46.8875
49,26,0,46.911
49,27,0,46.9345
49,28,0,46.958
49,29,0,46.9815
49,30,0,47.005
49,31,0,47.0285
49,32,0,47.052
49,33,0,47.0755
49,34,0,47.099
49,35,0,47.1225
49,36,0,47.146
49,37,0,47.1695
49,38,0,47.193
49,39,0,47.2165
49,40,0,47.24
49,41,0,47.2635
49,42,0,47.287
49,43,0,47.3105
49,44,0,47.334
49,45,0,47.3575
49,46,0,47.381
49,47,0,47.4045
49,48,0,47.428
49,49,0,47.4515
49,50,0,47.475
49,51,0,47.4985
49,52,0,47.522
49,53,0,47.5455
49,54,0,47.569
49,55,0,47.5925
49,56,0,47.616
49,57,0,47.6395
49,58,0,47.663
49,59,0,47.6865
49,60,0,47.71
49,61,0,47.7335
49,62,0,47.757
49,63,0,47.7805
49,64,0,47.804
49,65,0,47.8275
49,66,0,47.851
49,67,0,47.8745
49,68,0,47.898
49,69,0,47.9215
49,70,0,47.945
49,71,0,47.9685
49,72,0,47.992
49,73,0,48.0155
49,74,0,48.039
49,75,0,48.0625
49,76,0,48.086
49,77,0,48.1095
49,78,0,48.133
49,79,0,48.1565
49,80,0,48.18
49,81,0,48.2035
49,82,0,48.227
49,83,0,48.2505
49,84,0,48.274
49,85,0,48.2975
49,86,0,48.321
49,87,0,48.3445
49,88,0,48.368
49,89,0,48.3915
49,90,0,48.415
49,91,0,48.4385
49,92,0,48.462
49,93,0,48.4855
49,94,0,48.509
49,95,0,48.5325
49,96,0,48.556
49,97,0,48.5795
49,98,0,48.603
49,99,0,48.6265
49,100,0,48.65
50,1,0,47.3735
50,2,0,47.397
50,3,0,47.4205
50,4,0,47.444
50,5,0,47.4675
50,6,0,47.491
50,7,0,47.5145
50,8,0,47.538
50,9,0,47.5615
50,10,0,47.585
50,11,0,47.6085
50,12,0,47.632
50,13,0,47.6555
50,14,0,47.679
50,15,0,47.7025
50,16,0,47.726
50,17,0,47.7495
50,18,0,47.773
50,19,0,47.7965
50,20,0,47.82
50,21,0,47.8435
50,22,0,47.867
50,23,0,47.8905
50,24,0,47.914
50,25,0,47.9375
50,26,0,47.961
50,27,0,47.9845
50,28,0,48.008
50,29,0,48.0315
50,30,0,48.055
50,31,0,48.0785
50,32,0,48.102
50,33,0,48.1255
50,34,0,48.149
50,35,0,48.1725
50,36,0,48.196
50,37,0,48.2195
50,38,0,48.243
50,39,0,48.2665
50,40,0,48.29
50,41,0,48.3135
50,42,0,48.337
50,43,0,48.3605
50,44,0,48.384
50,45,0,48.4075
50,46,0,48.431
50,47,0,48.4545
50,48,0,48.478
50,49,0,48.5015
50,50,0,48.525
50,51,0,48.5485
50,52,0,48.572
50,53,0,48.5955
50,54,0,48.619
50,55,0,48.6425
50,56,0,48.666
50,57,0,48.6895
50,58,0,48.713
50,59,0,48.7365
50,60,0,48.76
50,61,0,48.7835
50,62,0,48.807
50,63,0,48.8305
50,64,0,48.854
50,65,0,48.8775
50,66,0,48.901
50,67,0,48.9245
50,68,0,48.948
50,69,0,48.9715
50,70,0,48.995
50,71,0,49.0185
50,72,0,49.042
50,73,0,49.0655
50,74,0,49.089
50,75,0,49.1125
50,76,0,49.136
50,77,0,49.1595
50,78,0,49.183
50,79,0,49.2065
50,80,0,49.23
50,81,0,49.2535
50,82,0,49.277
50,83,0,49.3005
50,84,0,49.324
50,85,0,49.3475
50,86,0,49.371
50,87,0,49.3945
50,88,0,49.418
50,89,0,49.4415
50,90,0,49.465
50,91,0,49.4885
50,92,0,49.512
50,93,0,49.5355
50,94,0,49.559
50,95,0,49.5825
50,96,0,49.606
50,97,0,49.6295
50,98,0,49.653
50,99,0,49.6765
50,100,0,49.7
51,1,0,48.4235
51,2,0,48.447
51,3,0,48.4705
51,4,0,48.494
51,5,0,48.5175
51,6,0,48.541
51,7,0,48.5645
51,8,0,48.588
51,9,0,48.6115
51,10,0,48.635
51,11,0,48.6585
51,12,0,48.682
51,13,0,48.7055
51,14,0,48.729
51,15,0,48.7525
51,16,0,48.776
51,17,0,48.7995
51,18,0,48.823
51,19,0,48.8465
51,20,0,48.87
51,21,0,48.8935
51,22,0,48.917
51,23,0,48.9405
51,24,0,48.964
51,25,0,48.9875
51,26,0,49.011
51,27,0,49.0345
51,28,0,49.058
51,29,0,49.0815
51,30,0,49.105
51,31,0,49.1285
51,32,0,49.152
51,33,0,49.1755
51,34,0,49.199
51,35,0,49.2225
51,36,0,49.246
51,37,0,49.2695
51,38,0,49.293
51,39,0,49.3165
51,40,0,49.34
51,41,0,49.3635
51,42,0,49.387
51,43,0,49.4105
51,44,0,49.434
51,45,0,49.4575
51,46,0,49.481
51,47,0,49.5045
51,48,0,49.528
51,49,0,49.5515
51,50,0,49.575
51,51,0,49.5985
51,52,0,49.622
51,53,0,49.6455
51,54,0,49.669
51,55,0,49.6925
51,56,0,49.716
51,57,0,49.7395
51,58,0,49.763
51,59,0,49.7865
51,60,0,49.81
51,61,0,49.8335
51,62,0,49.857
51,63,0,49.8805
51,64,0,49.904
51,65,0,49.9275
51,66,0,49.951
51,67,0,49.9745
51,68,0,49.998
51,69,0,50.0215
51,70,0,50.045
51,71,0,50.0685
51,72,0,50.092
51,73,0,50.1155
51,74,0,50.139
51,75,0,50.1625
51,76,0,50.186
51,77,0,50.2095
51,78,0,50.233
51,79,0,50.2565
51,80,0,50.28
51,81,0,50.3035
51,82,0,50.327
51,83,0,50.3505
51,84,0,50.374
51,85,0,50.3975
51,86,0,50.421
51,87,0,50.4445
51,88,0,50.468
51,89,0,50.4915
51,90,0,50.515
51,91,0,50.5385
51,92,0,50.562
51,93,0,50.5855
51,94,0,50.609
51,95,0,50.6325
51,96,0,50.656
51,97,0,50.6795
51,98,0,50.703
51,99,0,50.7265
51,100,0,50.75
52,1,0,49.4735
52,2,0,49.497
52,3,0,49.5205
52,4,0,49.544
52,5,0,49.5675
52,6,0,49.591
52,7,0,49.6145
52,8,0,49.638
52,9,0,49.6615
52,10,0,49.685
52,11,0,49.7085
52,12,0,49.732
52,13,0,49.7555
52,14,0,49.779
52,15,0,49.8025
52,16,0,49.826
52,17,0,49.8495
52,18,0,49.873
52,19,0,49.8965
52,20,0,49.92
52,21,0,49.9435
52,22,0,49.967
52,23,0,49.9905
52,24,0,50.014
52,25,0,50.0375
52,26,0,50.061
52,27,0,50.0845
52,28,0,50.108
52,29,0,50.1315
52,30,0,50.155
52,31,0,50.1785
52,32,0,50.202
52,33,0,50.2255
52,34,0,50.249
52,35,0,50.2725
52,36,0,50.296
52,37,0,50.3195
52,38,0,50.343
52,39,0,50.3665
52,40,0,50.39
52,41,0,50.4135
52,42,0,50.437
52,43,0,50.4605
52,44,0,50.484
52,45,0,50.5075
52,46,0,50.531
52,47,0,50.5545
52,48,0,50.578
52,49,0,50.6015
52,50,0,50.625
52,51,0,50.6485
52,52,0,50.672
52,53,0,50.6955
52,54,0,50.719
52,55,0,50.7425
52,56,0,50.766
52,57,0,50.7895
52,58,0,50.813
52,59,0,50.8365
52,60,0,50.86
52,61,0,50.8835
52,62,0,50.907
52,63,0,50.9305
52,64,0,50.954
52,65,0,50.9775
52,66,0,51.001
52,67,0,51.0245
52,68,0,51.048
52,69,0,51.0715
52,70,0,51.095
52,71,0,51.1185
52,72,0,51.142
52,73,0,51.1655
52,74,0,51.189
52,75,0,51.2125
52,76,0,51.236
52,77,0,51.2595
52,78,0,51.283
52,79,0,51.3065
52,80,0,51.33
52,81,0,51.3535
52,82,0,51.377
52,83,0,51.4005
52,84,0,51.424
52,85,0,51.4475
52,86,0,51.471
52,87,0,51.4945
52,88,0,51.518
52,89,0,51.5415
52,90,0,51.565
52,91,0,51.5885
52,92,0,51.612
52,93,0,51.6355
52,94,0,51.659
52,95,0,51.6825
52,96,0,51.706
52,97,0,51.7295
52,98,0,51.753
52,99,0,51.7765
52,100,0,51.8
53,1,0,50.5235
53,2,0,50.547
53,3,0,50.5705
53,4,0,50.594
53,5,0,50.6175
53,6,0,50.641
53,7,0,50.6645
53,8,0,50.688
53,9,0,50.7115
53,10,0,50.735
53,11,0,50.7585
53,12,0,50.782
53,13,0,50.8055
53,14,0,50.829
53,15,0,50.8525
53,16,0,50.876
53,17,0,50.8995
53,18,0,50.923
53,19,0,50.9465
53,20,0,50.97
53,21,0,50.9935
53,22,0,51.017
53,23,0,51.0405
53,24,0,51.064
53,25,0,51.0875
53,26,0,51.111
53,27,0,51.1345
53,28,0,51.158
53,29,0,51.1815
53,30,0,51.205
53,31,0,51.2285
53,32,0,51.252
53,33,0,51.2755
53,34,0,51.299
53,35,0,51.3225
53,36,0,51.346
53,37,0,51.3695
53,38,0,51.393
53,39,0,51.4165
53,40,0,51.44
53,41,0,51.4635
53,42,0,51.487
53,43,0,51.5105
53,44,0,51.534
53,45,0,51.5575
53,46,0,51.581
53,47,0,51.6045
53,48,0,51.628
53,49,0,51.6515
53,50,0,51.675
53,51,0,51.6985
53,52,0,51.722
53,53,0,51.7455
53,54,0,51.769
53,55,0,51.7925
53,56,0,51.816
53,57,0,51.8395
53,58,0,51.863
53,59,0,51.8865
53,60,0,51.91
53,61,0,51.9335
53,62,0,51.957
53,63,0,51.9805
53,64,0,52.004
53,65,0,52.0275
53,66,0,52.051
53,67,0,52.0745
53,68,0,52.098
53,69,0,52.1215
53,70,0,52.145
53,71,0,52.1685
53,72,0,52.192
53,73,0,52.2155
53,74,0,52.239
53,75,0,52.2625
53,76,0,52.286
53,77,0,52.3095
53,78,0,52.333
53,79,0,52.3565
53,80,0,52.38
53,81,0,52.4035
53,82,0,52.427
53,83,0,52.4505
53,84,0,52.474
53,85,0,52.4975
53,86,0,52.521
53,87,0,52.5445
53,88,0,52.568
53,89,0,52.5915
53,90,0,52.615
53,91,0,52.6385
53,92,0,52.662
53,93,0,52.6855
53,94,0,52.709
53,95,0,52.7325
53,96,0,52.756
53,97,0,52.7795
53,98,0,52.803
53,99,0,52.8265
53,100,0,52.85
54,1,0,51.5735
54,2,0,51.597
54,3,0,51.6205
54,4,0,51.644
54,5,0,51.6675
54,6,0,51.691
54,7,0,51.7145
54,8,0,51.738
54,9,0,51.7615
54,10,0,51.785
54,11,0,51.8085
54,12,0,51.832
54,13,0,51.8555
54,14,0,51.879
54,15,0,51.9025
54,16,0,51.926
54,17,0,51.9495
54,18,0,51.973
54,19,0,51.9965
54,20,0,52.02
54,21,0,52.0435
54,22,0,52.067
54,23,0,52.0905
54,24,0,52.114
54,25,0,52.1375
54,26,0,52.161
54,27,0,52.1845
54,28,0,52.208
54,29,0,52.2315
54,30,0,52.255
54,31,0,52.2785
54,32,0,52.302
54,33,0,52.3255
54,34,0,52.349
54,35,0,52.3725
54,36,0,52.396
54,37,0,52.4195
54,38,0,52.443
54,39,0,52.4665
54,40,0,52.49
54,41,0,52.5135
54,42,0,52.537
54,43,0,52.5605
54,44,0,52.584
54,45,0,52.6075
54,46,0,52.631
54,47,0,52.6545
54,48,0,52.678
54,49,0,52.7015
54,50,0,52.725
54,51,0,52.7485
54,52,0,52.772
54,53,0,52.7955
54,54,0,52.819
54,55,0,52.8425
54,56,0,52.866
54,57,0,52.8895
54,58,0,52.913
54,59,0,52.9365
54,60,0,52.96
54,61,0,52.9835
54,62,0,53.007
54,63,0,53.0305
54,64,0,53.054
54,65,0,53.0775
54,66,0,53.101
54,67,0,53.1245
54,68,0,53.148
54,69,0,53.1715
54,70,0,53.195
54,71,0,53.2185
54,72,0,53.242
54,73,0,53.2655
54,74,0,53.289
54,75,0,53.3125
54,76,0,53.336
54,77,0,53.3595
54,78,0,53.383
54,79,0,53.4065
54,80,0,53.43
54,81,0,53.4535
54,82,0,53.477
54,83,0,53.5005
54,84,0,53.524
54,85,0,53.5475
54,86,0,53.571
54,87,0,53.5945
54,88,0,53.618
54,89,0,53.6415
54,90,0,53.665
54,91,0,53.6885
54,92,0,53.712
54,93,0,53.7355
54,94,0,53.759
54,95,0,53.7825
54,96,0,53.806
54,97,0,53.8295
54,98,0,53.853
54,99,0,53.8765
54,100,0,53.9
55,1,0,52.6235
55,2,0,52.647
55,3,0,52.6705
55,4,0,52.694
55,5,0,52.7175
55,6,0,52.741
55,7,0,52.7645
55,8,0,52.788
55,9,0,52.8115
55,10,0,52.835
55,11,0,52.8585
55,12,0,52.882
55,13,0,52.9055
55,14,0,52.929
55,15,0,52.9525
55,16,0,52.976
55,17,0,52.9995
55,18,0,53.023
55,19,0,53.0465
55,20,0,53.07
55,21,0,53.0935
55,22,0,53.117
55,23,0,53.1405
55,24,0,53.164
55,25,0,53.1875
55,26,0,53.211
55,27,0,53.2345
55,28,0,53.258
55,29,0,53.2815
55,30,0,53.305
55,31,0,53.3285
55,32,0,53.352
55,33,0,53.3755
55,34,0,53.399
55,35,0,53.4225
55,36,0,53.446
55,37,0,53.4695
55,38,0,53.493
55,39,0,53.5165
55,40,0,53.54
55,41,0,53.5635
55,42,0,53.587
55,43,0,53.6105
55,44,0,53.634
55,45,0,53.6575
55,46,0,53.681
55,47,0,53.7045
55,48,0,53.728
55,49,0,53.7515
55,50,0,53.775
55,51,0,53.7985
55,52,0,53.822
55,53,0,53.8455
55,54,0,53.869
55,55,0,53.8925
55,56,0,53.916
55,57,0,53.9395
55,58,0,53.963
55,59,0,53.9865
55,60,0,54.01
55,61,0,54.0335
55,62,0,54.057
55,63,0,54.0805
55,64,0,54.104
55,65,0,54.1275
55,66,0,54.151
55,67,0,54.1745
55,68,0,54.198
55,69,0,54.2215
55,70,0,54.245
55,71,0,54.2685
55,72,0,54.292
55,73,0,54.3155
55,74,0,54.339
55,75,0,54.3625
55,76,0,54.386
55,77,0,54.4095
55,78,0,54.433
55,79,0,54.4565
55,80,0,54.48
55,81,0,54.5035
55,82,0,54.527
55,83,0,54.5505
55,84,0,54.574
55,85,0,54.5975
55,86,0,54.621
55,87,0,54.6445
55,88,0,54.668
55,89,0,54.6915
55,90,0,54.715
55,91,0,54.7385
55,92,0,54.762
55,93,0,54.7855
55,94,0,54.809
55,95,0,54.8325
55,96,0,54.856
55,97,0,54.8795
55,98,0,54.903
55,99,0,54.9265
55,100,0,54.95
56,1,0,53.6735
56,2,0,53.697
56,3,0,53.7205
56,4,0,53.744
56,5,0,53.7675
56,6,0,53.791
56,7,0,53.8145
56,8,0,53.838
56,9,0,53.8615
56,10,0,53.885
56,11,0,53.9085
56,12,0,53.932
56,13,0,53.9555
56,14,0,53.979
56,15,0,54.0025
56,16,0,54.026
56,17,0,54.0495
56,18,0,54.073
56,19,0,54.0965
56,20,0,54.12
56,21,0,54.1435
56,22,0,54.167
56,23,0,54.1905
56,24,0,54.214
56,25,0,54.2375
56,26,0,54.261
56,27,0,54.2845
56,28,0,54.308
56,29,0,54.3315
56,30,0,54.355
56,31,0,54.3785
56,32,0,54.402
56,33,0,54.4255
56,34,0,54.449
56,35,0,54.4725
56,36,0,54.496
56,37,0,54.5195
56,38,0,54.543
56,39,0,54.5665
56,40,0,54.59
56,41,0,54.6135
56,42,0,54.637
56,43,0,54.6605
56,44,0,54.684
56,45,0,54.7075
56,46,0,54.731
56,47,0,54.7545
56,48,0,54.778
56,49,0,54.8015
56,50,0,54.825
56,51,0,54.8485
56,52,0,54.872
56,53,0,54.8955
56,54,0,54.919
56,55,0,54.9425
56,56,0,54.966
56,57,0,54.9895
56,58,0,55.013
56,59,0,55.0365
56,60,0,55.06
56,61,0,55.0835
56,62,0,55.107
56,63,0,55.1305
56,64,0,55.154
56,65,0,55.1775
56,66,0,55.201
56,67,0,55.2245
56,68,0,55.248
56,69,0,55.2715
56,70,0,55.295
56,71,0,55.3185
56,72,0,55.342
56,73,0,55.3655
56,74,0,55.389
56,75,0,55.4125
56,76,0,55.436
56,77,0,55.4595
56,78,0,55.483
56,79,0,55.5065
56,80,0,55.53
56,81,0,55.5535
56,82,0,55.577
56,83,0,55.6005
56,84,0,55.624
56,85,0,55.6475
56,86,0,55.671
56,87,0,55.6945
56,88,0,55.718
56,89,0,55.7415
56,90,0,55.765
56,91,0,55.7885
56,92,0,55.812
56,93,0,55.8355
56,94,0,55.859
56,95,0,55.8825
56,96,0,55.906
56,97,0,55.9295
56,98,0,55.953
56,99,0,55.9765
56,100,0,56
57,1,0,54.7235
57,2,0,54.747
57,3,0,54.7705
57,4,0,54.794
57,5,0,54.8175
57,6,0,54.841
57,7,0,54.8645
57,8,0,54.888
57,9,0,54.9115
57,10,0,54.935
57,11,0,54.9585
57,12,0,54.982
57,13,0,55.0055
57,14,0,55.029
57,15,0,55.0525
57,16,0,55.076
57,17,0,55.0995
57,18,0,55.123
57,19,0,55.1465
57,20,0,55.17
57,21,0,55.1935
57,22,0,55.217
57,23,0,55.2405
57,24,0,55.264
57,25,0,55.2875
57,26,0,55.311
57,27,0,55.3345
57,28,0,55.358
57,29,0,55.3815
57,30,0,55.405
57,31,0,55.4285
57,32,0,55.452
57,33,0,55.4755
57,34,0,55.499
57,35,0,55.5225
57,36,0,55.546
57,37,0,55.5695
57,38,0,55.593
57,39,0,55.6165
57,40,0,55.64
57,41,0,55.6635
57,42,0,55.687
57,43,0,55.7105
57,44,0,55.734
57,45,0,55.7575
57,46,0,55.781
57,47,0,55.8045
57,48,0,55.828
57,49,0,55.8515
57,50,0,55.875
57,51,0,55.8985
57,52,0,55.922
57,53,0,55.9455
57,54,0,55.969
57,55,0,55.9925
57,56,0,56.016
57,57,0,56.0395
57,58,0,56.063
57,59,0,56.0865
57,60,0,56.11
57,61,0,56.1335
57,62,0,56.157
57,63,0,56.1805
57,64,0,56.204
57,65,0,56.2275
57,66,0,56.251
57,67,0,56.2745
57,68,0,56.298
57,69,0,56.3215
57,70,0,56.345
57,71,0,56.3685
57,72,0,56.392
57,73,0,56.4155
57,74,0,56.439
57,75,0,56.4625
57,76,0,56.486
57,77,0,56.5095
57,78,0,56.533
57,79,0,56.5565
57,80,0,56.58
57,81,0,56.6035
57,82,0,56.627
57,83,0,56.6505
57,84,0,56.674
57,85,0,56.6975
57,86,0,56.721
57,87,0,56.7445
57,88,0,56.768
57,89,0,56.7915
57,90,0,56.815
57,91,0,56.8385
57,92,0,56.862
57,93,0,56.8855
57,94,0,56.909
57,95,0,56.9325
57,96,0,56.956
57,97,0,56.9795
57,98,0,57.003
57,99,0,57.0265
57,100,0,57.05
58,1,0,55.7735
58,2,0,55.797
58,3,0,55.8205
58,4,0,55.844
58,5,0,55.8675
58,6,0,55.891
58,7,0,55.9145
58,8,0,55.938
58,9,0,55.9615
58,10,0,55.985
58,11,0,56.0085
58,12,0,56.032
58,13,0,56.0555
58,14,0,56.079
58,15,0,56.1025
58,16,0,56.126
58,17,0,56.1495
58,18,0,56.173
58,19,0,56.1965
58,20,0,56.22
58,21,0,56.2435
58,22,0,56.267
58,23,0,56.2905
58,24,0,56.314
58,25,0,56.3375
58,26,0,56.361
58,27,0,56.3845
58,28,0,56.408
58,29,0,56.4315
58,30,0,56.455
58,31,0,56.4785
58,32,0,56.502
58,33,0,56.5255
58,34,0,56.549
58,35,0,56.5725
58,36,0,56.596
58,37,0,56.6195
58,38,0,56.643
58,39,0,56.6665
58,40,0,56.69
58,41,0,56.7135
58,42,0,56.737
58,43,0,56.7605
58,44,0,56.784
58,45,0,56.8075
58,46,0,56.831
58,47,0,56.8545
58,48,0,56.878
58,49,0,56.9015
58,50,0,56.925
58,51,0,56.9485
58,52,0,56.972
58,53,0,56.9955
58,54,0,57.019
58,55,0,57.0425
58,56,0,57.066
58,57,0,57.0895
58,58,0,57.113
58,59,0,57.1365
58,60,0,57.16
58,61,0,57.1835
58,62,0,57.207
58,63,0,57.2305
58,64,0,57.254
58,65,0,57.2775
58,66,0,57.301
58,67,0,57.3245
58,68,0,57.348
58,69,0,57.3715
58,70,0,57.395
58,71,0,57.4185
58,72,0,57.442
58,73,0,57.4655
58,74,0,57.489
58,75,0,57.5125
58,76,0,57.536
58,77,0,57.5595
58,78,0,57.583
58,79,0,57.6065
58,80,0,57.63
58,81,0,57.6535
58,82,0,57.677
58,83,0,57.7005
58,84,0,57.724
58,85,0,57.7475
58,86,0,57.771
58,87,0,57.7945
58,88,0,57.818
58,89,0,57.8415
58,90,0,57.865
58,91,0,57.8885
58,92,0,57.912
58,93,0,57.9355
58,94,0,57.959
58,95,0,57.9825
58,96,0,58.006
58,97,0,58.0295
58,98,0,58.053
58,99,0,58.0765
58,100,0,58.1
59,1,0,56.8235
59,2,0,56.847
59,3,0,56.8705
59,4,0,56.894
59,5,0,56.9175
59,6,0,56.941
59,7,0,56.9645
59,8,0,56.988
59,9,0,57.0115
59,10,0,57.035
59,11,0,57.0585
59,12,0,57.082
59,13,0,57.1055
59,14,0,57.129
59,15,0,57.1525
59,16,0,57.176
59,17,0,57.1995
59,18,0,57.223
59,19,0,57.2465
59,20,0,57.27
59,21,0,57.2935
59,22,0,57.317
59,23,0,57.3405
59,24,0,57.364
59,25,0,57.3875
59,26,0,57.411
59,27,0,57.4345
59,28,0,57.458
59,29,0,57.4815
59,30,0,57.505
59,31,0,57.5285
59,32,0,57.552
59,33,0,57.5755
59,34,0,57.599
59,35,0,57.6225
59,36,0,57.646
59,37,0,57.6695
59,38,0,57.693
59,39,0,57.7165
59,40,0,57.74
59,41,0,57.7635
59,42,0,57.787
59,43,0,57.8105
59,44,0,57.834
59,45,0,57.8575
59,46,0,57.881
59,47,0,57.9045
59,48,0,57.928
59,49,0,57.9515
59,50,0,57.975
59,51,0,57.9985
59,52,0,58.022
59,53,0,58.0455
59,54,0,58.069
59,55,0,58.0925
59,56,0,58.116
59,57,0,58.1395
59,58,0,58.163
59,59,0,58.1865
59,60,0,58.21
59,61,0,58.2335
59,62,0,58.257
59,63,0,58.2805
59,64,0,58.304
59,65,0,58.3275
59,66,0,58.351
59,67,0,58.3745
59,68,0,58.398
59,69,0,58.4215
59,70,0,58.445
59,71,0,58.4685
59,72,0,58.492
59,73,0,58.5155
59,74,0,58.539
59,75,0,58.5625
59,76,0,58.586
59,77,0,58.6095
59,78,0,58.633
59,79,0,58.6565
59,80,0,58.68
59,81,0,58.7035
59,82,0,58.727
59,83,0,58.7505
59,84,0,58.774
59,85,0,58.7975
59,86,0,58.821
59,87,0,58.8445
59,88,0,58.868
59,89,0,58.8915
59,90,0,58.915
59,91,0,58.9385
59,92,0,58.962
59,93,0,58.9855
59,94,0,59.009
59,95,0,59.0325
59,96,0,59.056
59,97,0,59.0795
59,98,0,59.103
59,99,0,59.1265
59,100,0,59.15
60,1,0,57.8735
60,2,0,57.897
60,3,0,57.9205
60,4,0,57.944
60,5,0,57.9675
60,6,0,57.991
60,7,0,58.0145
60,8,0,58.038
60,9,0,58.0615
60,10,0,58.085
60,11,0,58.1085
60,12,0,58.132
60,13,0,58.1555
60,14,0,58.179
60,15,0,58.2025
60,16,0,58.226
60,17,0,58.2495
60,18,0,58.273
60,19,0,58.2965
60,20,0,58.32
60,21,0,58.3435
60,22,0,58.367
60,23,0,58.3905
60,24,0,58.414
60,25,0,58.4375
60,26,0,58.461
60,27,0,58.4845
60,28,0,58.508
60,29,0,58.5315
60,30,0,58.555
60,31,0,58.5785
60,32,0,58.602
60,33,0,58.6255
60,34,0,58.649
60,35,0,58.6725
60,36,0,58.696
60,37,0,58.7195
60,38,0,58.743
60,39,0,58.7665
60,40,0,58.79
60,41,0,58.8135
60,42,0,58.837
60,43,0,58.8605
60,44,0,58.884
60,45,0,58.9075
60,46,0,58.931
60,47,0,58.9545
60,48,0,58.978
60,49,0,59.0015
60,50,0,59.025
60,51,0,59.0485
60,52,0,59.072
60,53,0,59.0955
60,54,0,59.119
60,55,0,59.1425
60,56,0,59.166
60,57,0,59.1895
60,58,0,59.213
60,59,0,59.2365
60,60,0,59.26
60,61,0,59.2835
60,62,0,59.307
60,63,0,59.3305
60,64,0,59.354
60,65,0,59.3775
60,66,0,59.401
60,67,0,59.4245
60,68,0,59.448
60,69,0,59.4715
60,70,0,59.495
60,71,0,59.5185
60,72,0,59.542
60,73,0,59.5655
60,74,0,59.589
60,75,0,59.6125
60,76,0,59.636
60,77,0,59.6595
60,78,0,59.683
60,79,0,59.7065
60,80,0,59.73
60,81,0,59.7535
60,82,0,59.777
60,83,0,59.8005
60,84,0,59.824
60,85,0,59.8475
60,86,0,59.871
60,87,0,59.8945
60,88,0,59.918
60,89,0,59.9415
60,90,0,59.965
60,91,0,59.9885
60,92,0,60.012
60,93,0,60.0355
60,94,0,60.059
60,95,0,60.0825
60,96,0,60.106
60,97,0,60.1295
60,98,0,60.153
60,99,0,60.1765
60,100,0,60.2
61,1,0,58.9235
61,2,0,58.947
61,3,0,58.9705
61,4,0,58.994
61,5,0,59.0175
61,6,0,59.041
61,7,0,59.0645
61,8,0,59.088
61,9,0,59.1115
61,10,0,59.135
61,11,0,59.1585
61,12,0,59.182
61,13,0,59.2055
61,14,0,59.229
61,15,0,59.2525
61,16,0,59.276
61,17,0,59.2995
61,18,0,59.323
61,19,0,59.3465
61,20,0,59.37
61,21,0,59.3935
61,22,0,59.417
61,23,0,59.4405
61,24,0,59.464
61,25,0,59.4875
61,26,0,59.511
61,27,0,59.5345
61,28,0,59.558
61,29,0,59.5815
61,30,0,59.605
61,31,0,59.6285
61,32,0,59.652
61,33,0,59.6755
61,34,0,59.699
61,35,0,59.7225
61,36,0,59.746
61,37,0,59.7695
61,38,0,59.793
61,39,0,59.8165
61,40,0,59.84
61,41,0,59.8635
61,42,0,59.887
61,43,0,59.9105
61,44,0,59.934
61,45,0,59.9575
61,46,0,59.981
61,47,0,60.0045
61,48,0,60.028
61,49,0,60.0515
61,50,0,60.075
61,51,0,60.0985
61,52,0,60.122
61,53,0,60.1455
